-100	-100	89	46	5287.78	3560	CB34FAsYBQcDFAAAAAsZCwsLCxQLCwEAAAAACwsLFA==
-100	-99	-66	4	5346.4	2660	CB34CwsUGAcDFAAAAAsLCwsLFAsLCwsLFAcL
-100	-98	-94	19	5357.8	2200	CB34CwsUGAcLAxQAAAALCwsLCxQLCwsLCxQLCw==
-100	-97	97	4	5285.44	4620	CIEftAUICxQYBwMUAAAACwsLCwsUCwsLCwsUCw==
-100	-96	93	21	5287.06	3640	CB34CwsUGAcLAxQAAAALCwsLCxQLCwsLCxQHCw==
-100	-95	72	8	5294.8	2966	FBRufNwVAxQAAAALFQsLGAZ6CwsxIZIUCwsLCwsU
-100	-94	-87	6	5355.8	3216	C/gLCxQLAxQAAAALFAsYCwsLCxQLCwsLCxQL
-100	-93	4	6	5319.68	2860	HfgLFBQYxRgLAxQAAAALCwsLCxQLCwsLCxQL
-100	-92	-24	5	5331	4920	CAsYGBQUGwtbzSrmAxQAAAALCwsLCxQJCwsLCxQH
-100	-91	27	9	5311.72	4496	CBkdCxQYBwsDFAAAAAsLCwsLFAsLCwsR
-100	-90	-96	21	5360.2	4956.4146	HGjw1BUUA1Mej0oCABhKAAIAAM0A7wPv9wmzBRkOEwkJDAkJCG4=
-100	-89	-50	5	5342	3602	CBQLCxQLAxQAAAAYCwsLCwsUCwsLCxQLCw==
-100	-88	-84	6	5355.8	3200	CPgLFBgUBxQDFAAAABQL1NkLCwsLFAsLGgsLFAsLCws=
-100	-87	2	11	5321.64	1510	BB4AAAAKFF0SbAwMFgsMEgoKDAoKCgoKDAoMCgoWEgw=
-100	-86	92	5	5289.22	3600	BB4AAAASFBtdbBkKDAwMFhIKCgoMCgoMCgoKDAoKFhI=
-100	-85	-89	10	5358.4	2756	BB4AAAAKDBIKDBIKCxIMCgwMFhIKCgoKCgoMFgoMCgoKDBIWDA==
-100	-84	76	6	5295.34	3288	BB4AAAAKFgpsDAwLFgwSDAoKCgoKCgoMCgwKChYS
-100	-83	-12	7	5328	2830	BB4AAAAKChQUXRIMbBYMDAsSCgwKCgwKCgoMCgoKChYSDA==
-100	-82	-57	14	5346.2	3547.6387	ChYCK/j5AAIcAAAAChgcCgocFQoKChcOHAocCAgWHBIFCBIJCgo=
-100	-81	-76	14	5354	3646	BB4AAAAKFF0SbAwMFgsMEgoKDAoKCgoKDAoMCgoWEgwM
-100	-80	-94	11	5361.4	4152	BB4AAAAKFBIMbAwMChYSCgoMDAoKCgoMRgo3CgoKFhIMDA==
-100	-79	85	4	5293	4974	BB4AAAAKEmwMDBYLDBIKCgoMCgoKCgwKDAoKEg==
-100	-78	-13	8	5329.4	4810	BB4AAAAUXQpsEgwMDBYLEgoKCgoMCgoKCgoMChYMFhIM
-100	-77	51	8	5305.6	3.4028235E+38	CRZKCxM3CgEKAAAAEQkSGwYRFgbEDiNM
-100	-76	47	10	5307.22	3400	CB34CwsUGAcLAxQAAAALCwsLCxQLCwoLCxQLCw==
-100	-75	-61	10	5349.2	2110	CB34CwsUGAcLAxQAAAALCwsLCxQLCwsLFAsL
-100	-74	-32	9	5337.8	5250	BB4AAAAMDBYKFgwSCgoMCgoKCgwKCgcKChIK
-100	-73	85	11	5294.08	5020	BB4AAAAMbAwWChYMEgoMDAoKGAwMDAwKChIMDA==
-100	-72	28	8	5314.78	5140	BB4AAAAKChQKEmwKDAwWDBIKCgwKCgoKCgoMCgoSDBY=
-100	-71	-60	9	5349.6	4670	BB4AAAAKCgoWDGvsChYLDAwSCgwKCgoKDAoKCgoKEg==
-100	-70	43	8	5309.74	4804	BB4AAAAKFgpdEhIHEgwMDBIKCgoKDAoKCgwK/vTJChIM
-100	-69	27	7	5315.74	3708	BB4AAAASDAwUXRIMChcWFhUMDBIKDAoKCgoKCgsMCgoS
-100	-68	-54	7	5347.8	2120	GgMAuwAEBAwVAOuXBCEAAAAMDBsKFwz+UuYSCgwM3E4TLQ==
-100	-67	-59	7	5350	2802	BB4AAAAKFF0SChJsDAwWCwwSCgoWCgoKCgoMCgwKChYSDAw=
-100	-66	-39	10	5342.2	2008	BB4AAAAKXRIKDAoKCgwLDBYSCgoKCgoKCgwKCgoMEgwK
-100	-65	-22	9	5335.6	2076	BB4AAAAMCwoUXRLVn23lEhYLDAwMEgoKCgoKDAwKCgoKChIEt6wSAA==
-100	-64	29	9	5315.98	1840	BB4AAAAKFF0SbAwMFgsMEgoKDAoKCgoKCgwKChYS
-100	-63	29	12	5316.18	1510	BB4AAAAKFF0SbAwMFgsMEgoKDAoKCgoKDAoKChYSFg==
-100	-62	8	6	5324.36	1560	BB4AAAAKChQSbAwMFgsMEgoXCgoKCgoMCwoWCgoMEgw=
-100	-61	-80	7	5359.6	780	BB4AAAAMChRdEmwMDBYMEgoKDAoKCgoKCgwKChYSDAw=
-100	-60	10	10	5324	5048	BB4AAAAKEgpdDAoWDAwKBhIKCgwKCgwKCgqzCgoSCg==
-100	-59	47	8	5310.28	4014	BB4AAAAMDKW4RF0SBmwaDBYMDBIKCgoMCgoKDBUKCgoWYRIzBgwM
-100	-58	1	10	5327.82	4402	FgoKCgwGEgYRFgkKCgoEFwAAAAoUDAoKCgoKCgoKDBIK
-100	-57	-64	7	5354	1620	BB4AAAAKDBIVCgoMDAwWEgwMCgoKCgoKCgoKChYSDA==
-100	-56	27	8	5318.34	2356	BB4AAAAKDAoMFhYKDBIKDAoKCgoKFgoKCgwKEgwF
-100	-55	80	8	5299.12	3200	FRIJGRYXCgoKGQoaCgcJCqkZCgoZEgkJBAAZAAUKCQ==
-100	-54	53	7	5309.02	3466	BB4AAAAMEgwSbAwMCgoWDBIKCgwKCgoKCgoMCgoWEgw=
-100	-53	-34	12	5342.8	5160	BB4AAAASDGwWDAwSCgoKCgoMCgoKDAoSCgwMDAwMDA==
-100	-52	-59	6	5353	3336	BB4AAAAKFF0SbAwMFgsMEgoKDAoKCgoKCgwKChYSDA==
-100	-51	83	11	5298.76	4284	BB4AAAAKFF0SbAwMFgsLDBIKCgwKCgoKCgoMCgoWEhY=
-100	-50	-87	11	5364.6	3413.329	BB4AAAAMCgoMEApsDAwWDBIKCgoKCgoKDAoMEg==
-100	-49	-60	8	5354	2040.2094	BB4AAAAMDAwMXRBsCgwWDAwSCgwWDAoKCgoKEgw=
-100	-48	18	12	5323.36	4800	GgoVEQkWAgkAAAAJDgkYEhccEQkJCQkJEg==
-100	-47	-97	10	5369.2	5214	BB4AAAAMCl0SbAwMFgwSCgoMCgoKCgoKDAoKEhYMDAw=
-100	-46	31	9	5318.82	5246	BB4AAAAMChRdEmwMDBYMEgoKDAoKCgoKCgwKChYSBg==
-100	-45	-97	7	5369.6	3980	DBUSE2o/DBYEGQAAAAwMDAwSDAwS
-100	-44	47	8	5313.14	4650	BB4AAAAMCgoUEgpsDAwKFgwSFgoKCgoKCgoMFgoKChIKCgrj
-100	-43	-45	10	5349.2	1830	GgoXCgoaCwoKCgoaCgoXCgoKEgwKCgoKCgoKCkc=
-100	-42	-50	6	5351.4	3304	Gog1GW2AzD4lpAQZAAAACgoJCgoUFwwMEww=
-100	-41	54	7	5311.08	4850	BB4AAAAMChJdCgxsFgwMEgoKCgoKCgoKCgwSCg==
-100	-40	4	7	5330.28	4476	BB4AAAAUXRIWDAwMEgoMCgoKCgoKCgoKEgwM
-100	-39	-73	10	5361.2	4120	BB4AAAAKEgxdDBIWDBYMDBIKCgwYFgoKUgzzCgwMCgwWEg==
-100	-38	76	9	5303.62	3702	CgoICgoWCgorCgoKChoKCgcKCxwIEgwXCwwM
-100	-37	-64	6	5358	2620	GgoIChYKCgoKGgoKCRoXCgoKCgocEggI
-100	-36	84	9	5301.1	4016	BB4AAAAMDAwWChIMCgoKCgoCAM4+YBYKChYKCgoGEgoKChYKCgw=
-100	-35	-24	10	5342.4	2092	BB4AAAASFAoSB2wWDAwWFgwSCRcKChYKCgoKDBcKCgoKFhI=
-100	-34	-97	6	5371.8	2656	BB4AAAASCgoKXQpsDAwWDBIKCgwKCgoKCgoWCgoSDA==
